Episode,Link,Podcast,Guest(s),Host,Podcast link,Tags,Type
"Engineering not magic, intumescent coatings with Andrea Lucherini",https://www.listennotes.com/podcasts/fire-science-show/074-engineering-not-magic-6z3wbBaWSgL/,Fire Science Show,Andrea Lucherini,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety engineering; intumescent coatings; intumescent paints; fire protection system; fire resistance test; thermal conductivity; effective thermal conductivity; standard fire curve; far resistant test; epoxy-based; solvent-based; water-based; Ghent University; University of Queensland; Slovenia; Frisbee; ZAG Institute; steel structures; timber; insulation joints; closing cavities; closing gaps; fire safety; fire protection;intermescent coating; slow-hitting test; acid; carbon source; blowing agent; thermal conductivity; thermal resistance; thermal protecting property; EN 11381; particle physics; reactive file protection; composition; heating conditions; oxygen content; thickness; substrate conditions; design life; aging; artificial aging; salt; radiation; ultraviolet; water; epoxy coating;intumescent coating; steel; fire protection; coating; heat transfer; chemistry; research; university; PhD; materials science; building; construction; engineering; materials; coating removal; reapplication; layer; adhesion; fragile; acid; blowing agent; gases; oxidation; swelling; obstacle; concrete; beam; column; manufacturer; IP; proprietary; formulation; paint; coating failure; mechanical failure; furnace; velocity,Pod
Enhancing Fire Safety Through Data EU FireStat Project with Martina Manes and Mohamad El Houssami,https://www.listennotes.com/podcasts/fire-science-show/125-enhancing-fire-safety-1FM-xEePHWp/,Fire Science Show,Martina Manes and Mohamad El Houssami,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire Engineering; European Union; Fire Safety; Statistics; Data; EU Firestat Project; Fire Risk Consultancy; Fire Safety Engineers; Fire Incidents; Fire Statistics; Fire Scenario; Fire Spread; Fatalities; Casualties; Property Type; Life Safety; Fire Risk Assessment; Fire Risk Management; Fire Risk Consulting; Fire Risk Reduction; Fire Risk Prevention; Fire Risk Mitigation; Fire Risk Management System;fire incident; fire statistics; fire brigade; fatalities; injuries; fire scene; fire deaths; fire injuries; fire data; fire statistics methodology; fire data collection; fire quality assurance; fire definitions; harmonized definitions; fire scene investigation; fire investigation; fire insurance claims; fire data analysis;fire; data; report; variables; statistics; fire safety; firefighting; injury; fatality; building; property; fire spread; damage; fire safety measures; fire brigades; public authorities; research institutes; fire safety engineers; fire incident; fire damage; fire safety statistics; fire safety data; fire safety report; fire safety variables; fire safety statistics; fire safety data; fire safety report; fire safety variables; fire safety statistics; fire safety data; fire safety report; fire safety,Pod
European Commission view on Performance Based FSE with Adamantia Athanasopoulou,https://www.listennotes.com/podcasts/fire-science-show/092-european-commission-view-YltCoFHnv7w/,Fire Science Show,Adamantia Athanasopoulou,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety; performance-based; engineering; European Commission; Brussels; Eurocodes; fire safety regulations; state of performance-based fire safety engineering; Joint Research Center; fire risk consultancy; OFR; fire safety futures; fire safety engineering; structural engineering; seismic performance; concrete; low-rise shear walls; fiber-infused concrete; JRC; Ispra; Italy; safety and security of buildings; sustainable construction; fire design; fire safety design; fire safety policies; fire safety standards; Grand Solid Power;annex; Eurocodes; European Commission; European standards; SEN; CERN; fire safety; fire safety engineering; performance-based design; Grenfell; FIAP; JRC; Brussels; Northern Italy; data; standards; engineering; construction; seismic hazard; national annex; flexibility; collaboration; expert network; fire safety design; performance-based design; CEN committees; European universities; fire brigade;fire safety engineering; performance-based fire safety engineering; European Union; fire safety design; fire regulators; JRC; data; information; fire safety; fire safety community; fire safety engineering status; implementation needs; fire safety engineering performance; fire safety design; SANE; standardization; fire safety engineering report; fire safety engineering status report; fire safety engineering implementation needs report; fire safety engineering inquiry; fire safety engineering data collection; fire safety engineering analysis; fire safety engineering mapping; fire safety engineering,Pod
"EV's, rapid fires and car parks",https://www.listennotes.com/podcasts/fire-science-show/006-evs-rapid-fires-and-car-Wn9EzxwmUIt/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,car park fire safety; electric vehicles; battery-powered vehicles; RISE; lithium ion batteries; car parks; fire automation systems; building automation systems; Shanghai; smoke control; CFD; heat release rate curve; fire simulation; fire safety; fire risk; probability of battery fires; battery chemistry; combustion of battery; battery fire propagation; vehicle fires; fire tests; fuel tank; fire growth; design fires for car parks;fire; probability; battery; Shanghai; development; rapid growth; heat release rate; CFD; car park; design fire; TNO; alpha T squared; smoke; smoke control system; duct; JetVan; impulse ventilator; exhaust point; HAPAC; simulation; occupant; evacuation; firefighter; vehicle; fire dynamics; fuel tank; rupture; fuel; gasoline; pool fire; electric vehicle; internal combustion engine; fire dynamics; car box; fire dynamics; rapidly growing fire;FDS solver; parametric studies; car park; fire; CFD; computer simulations; computer hours; CPU hours; visibility; animation; data; smoke control; ventilation systems; safety; height; evacuation time; tenable outcomes; smoke obscuration; heat transfer; entrainment; plume; reservoir; tendability; design fires; firefighter operations; firefighter access; TNO curve; steady state heat release rate; British standards; GIA; New Zealand guidelines,Pod
Experiments that changed fire science pt. 1 Dalmarnock Fire Tests Round Robin study with Guillermo Rein and Wolfram Jahn,https://www.listennotes.com/podcasts/fire-science-show/076-experiments-that-changed-_Is9HOgPzel/,Fire Science Show,Guillermo Rein and Wolfram Jahn,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety; spacecraft fire safety; fire modelers; fire engineering; numerical tools; modeling; model; fire grid; fire experiment; Dalmarnock fire experiment; Al-Marnock Fire Program; fire compartment; round-robin; a priori; a posteriori; CFD engineer; CFD; SDS; benchmarking; fire simulation; fire prediction; fire modeling; fire engineering profession; fire profession; documentary; Skyscraper Firefighters; BBC2; University;FDS; fire modeling; CFD; fire grid project; FHIR development; sensor data; Dalmarnock; IKEA; CFD modeling; fire consequence modeling; round-robin; posteriori modeling; FDS4; ANSYS; Fluent; SOFI; NIST; World Trade Center; multiprocessor; fire simulation; modeling process; fire load; fire simulation; FES; CFAS; fire scientist; fire experiment; fire laboratory; fire data; fire modeling; heat release rate; flashover; fire science; instrumentation; simulation; prediction; fire engineering; compartment fire; smoke control system; radiation; energy balance; post-flashover; fire behavior; scattering; flashover time,Pod
Experiments that Changed Fire Science pt. 2 BRE Cardington with Tom Lennon,https://www.listennotes.com/podcasts/fire-science-show/078-experiments-that-changed-91gNqOvjith/,Fire Science Show,Tom Lennon,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Structural fire engineering; Modeling; Cardington; BRE; Fire research; Fire safety; Fire dynamics; Building behavior; Fire testing; Fire engineering; Experimental programming; Dalmarnock; Round-robin pod; Fire modeling; Fire simulation; Large-scale fire experiments; Full-scale building-size fire experiments; Fire response; Fire damage; Fire resistance; Fire protection; Fire safety engineering; Fire science research; Fire science experiments; Fire science impact; fire; event; modeling; structures; steel; concrete; timber; buildings; industry; research; program; Cardington; Eurocodes; fire testing; furnace; restraint; thermal expansion; connection behavior; loads; sandbags; equipment; cabling; gas line; booster; crane; scaffolding; mobile platforms; health and safety; ankles; spanner; fire testing; instrumentation; strain gauges; displacement transducers; high temperature strain gauges;temperature; measurement; rotation; transducers; data; management; logging; VHS; video; recording; fire; experiment; steel; British; Steel; BRE; Cardington; multi-story; building; fire; safety; research; European; project; partnership; Colm; Steel; community; RFCS; compartment; fire; dynamics; flashover; post-flashover; oxygen; ventilation; Broadgate; fire; Ronan; Point; collapse; fire; resistance; test; data,Pod
Experiments that changed fire science pt. 3 WTC Investigation with Kevin McGrattan,https://www.listennotes.com/podcasts/fire-science-show/082-experiments-that-changed-T4_C0aPRJfM/,Fire Science Show,Kevin McGrattan,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,FDS; World Trade Center; NIST; 9-11; twin towers; collapse; simulation; modeling; investigation; conspiracy theories; litigation; lawsuits; fire investigation; fire modeling; disaster; tragedy; innovation; technology; simulation software; fire simulation; fire modeling software; building collapse; building failure; accident investigation; government organization; construction safety; fire safety; disaster response; emergency response; tragedy investigation;modeling; speculation; mitigation; fire; towers; Europe; United States; Grenfell; Inquiry; science; heat release rates; magnitude; photographs; videos; conspiracy theorists; core; elevators; shafts; staircases; FDS; CFD; geometry; blueprints; compartmentalization; ventilation; oxygen; penetration; zone models; open space; zone type models; Alastair; simulations; damage; fuel; jet fuel; plane crash; firewall; elevator shaft; fire; model; simulation; office; workstation; fuel; load; growth; temperature; heat; release; rate; prediction; investigation; collapse; collapse; prediction; fire; science; engineering; community; litigation; case; investigation; accident; prediction; fire; investigation; prediction; fire; science; engineering; community; litigation; case; accident; prediction; fire; investigation; prediction; fire; science; engineering; community; litigation; case; accident; prediction; fire; investigation,Pod
Experiments that changed fire science pt. 4 Runnehamar tunnel with Haukur Ingason and Anders Lönnermark,https://www.listennotes.com/podcasts/fire-science-show/086-experiments-that-changed-SonycErx4ef/,Fire Science Show,Haukur Ingason and Anders Lönnermark,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Runehammer; tunnel fires; heat release rate; road tunnels; fire safety; European transport network; fire research; fire testing; tunnel engineering; RISE; SP; Sweden; Norway; Uptown project; TNO; Sintef; Netherlands; tunnel fire safety; Eurotunnel; Mont Blanc; St;heat release rates; fuel types; maximum heat release rates; experimental proof; fire testing; fire spread; fire behavior; tunnel fires; forced ventilation; model scale tests; intermediate size tests; full scale tests; fire protection; tunnel protection; heat release rate measurement;fire; tunnel; measurement; temperature; oxygen; carbon dioxide; calorimeter; ventilation; velocity; pulsations; resonance; thermoacoustic; instabilities; sing flame; node; frequency; science; safety; experiment; planning; protection; arrangement; lighting; headlamps; darkness,Pod
Experiments that changed fire science pt. 5 Compartment fires at NBS with James Quintiere,https://www.listennotes.com/podcasts/fire-science-show/094-experiments-that-changed-7mFacRYAWUX/,Fire Science Show,James Quintiere,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire movement; US fire; NIST; NBS; fire safety; fire engineering; fire risk; fire risk consultancy; fire behavior; fire plume; flame spread; heat transfer; fluid mechanics; fire directorship; John Lyons; fire experiments; fire research; fire safety challenges; OFR Consultants; fire safety futures; fire risk consultancy; fire risk assessment; fire safety engineering; fire risk management;zone; model; thermocouple; probe; zone model; hot zone; free zone; radiation; heat flux; gauge; calibration; ellipsoidal radiometer; MedTherm; NIST; emissivity; pitot tube; bidirectional probe; doorway flow; flow dynamics; compartment fire dynamics;flow; direction; measurement; accuracy; NIST; jet; plume; entrainment; fire; investigator; engineer; CFD; flame; spread; radiation; oxygen; velocity; boundary; layer; turbulent; laminar; pool; fire; compartment; corridor; mixing; configuration; funding; project; vehicle; garage; flashover; statistics; death; rate; electric; vehicle; battery; accident; fatal; flaw; AA; Tesla; research; plastics; test; method,Pod
Experiments that changed fire science pt. 8 Modelling Cardington Fire Tests with Asif Usmani,https://www.listennotes.com/podcasts/fire-science-show/131-experiments-that-changed-cg2BOIWsDjZ/,Fire Science Show,Asif Usmani,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire engineering; modeling; Cardington fire experiments; fire behavior; thermomechanics; geometric nonlinearity; British Steel; steel frame building; structure; fire dynamics; Dougal Drysdale; Asif Usmani; Hong Kong Polytechnic University; University of Edinburgh; BRE; OFR; fire risk consultancy; fire testing; fire simulation; finite element methods; Swansea; O;restraint; beam; steel; test; thermal; expansion; temperature; force; frame; nonlinear;localized; structure; building; temperature; fire; thermal; expansion; deformation; beam; restraint; World Trade Center; collapse; heat transfer; insulation; conductivity; thermal gradient; bowing; column; collapse mechanism; thermal bowing; slab; floor span; fire compartment; compartmentalized temperature; boundary condition; thermal deformations; material effects; restraint beam test; Cardington; British Steel; low-temperature effects; restrained beam; thermal expansion; thermal deformations; structural paradigm,Pod
Experiments that will change fire science pt. 6 MaCFP with Arnaud Trouve,https://www.listennotes.com/podcasts/fire-science-show/104-experiments-that-will-vxlt6FpXwLm/,Fire Science Show,Arnaud Trouve,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,experimental fire experiments; fire physics; benchmark experiments; fire safety engineering; fire engineering; fire risk consultancy; fire safety; fire dynamics; wildland fire; pool fires; plane spread; ceiling jets; fire modeling; fire simulation; FDS; fire dynamics simulator; MACFP; IFSS; University of Maryland; OFR Consultants; fire safety challenges; fire risk consultancy; fire engineering expertise;qualitative; quantitative; accuracy; CFD; models; simulation; validation; experiments; data; benchmark; coordination; community; IFSS; MACFP; measurement; computation; fire phenomena; combustion; physics; engineering; flames; turbulent; non-premixed; laminar; turbulent non-premixed flame; workshop; combustion institute; Sandia National Laboratories; Bob Barlow; Assad Masri; TNF workshop; Loon Symposium; pool fire; gas phase; thermal degradation; solid phase; flame;suit model; physics; engineering; radiation; MACFP; FIRO; CFD; gas phase; condensed phase; radiative heat transfer; fire modeling; workshop; GitHub; IFSS; FSS; FM Global; FDS; Fireform; MagEpi; MacFP workshop; MacFP GitHub; MacFP repository,Pod
Experiments that will change fire science pt. 7 CodeRed with Panos Kotsovinos,https://www.listennotes.com/podcasts/fire-science-show/111-experiments-that-will-3kQ9mLGfzqW/,Fire Science Show,Panos Kotsovinos,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,compartment fires; CLT ceiling; glulam columns; full-scale compartment fire dynamics; fire behavior; water mist; fire engineering; fire safety; structural design; traveling fire dynamics; combustible sealing; encapsulation; fire risk consultancy; OFR Consultants; Arup; Code Red; Imperial College London; Hazelab Group; CERIB; France; Poland; Obora; fire safety features; COVID-19;Obora; Imperial College; CERIB; Arup; Code Red; CLT; timber; fire; dynamics; compartment; ventilation; fuel; control; regime; Harry Mitchell; research; paper; fire-rated; encapsulation; water mist; protection; mitigation; measures; experiment; planning; design; Poland; office; structure; 1920s; cowhouse; art; science; industry; approval; authorities; insurance; sector; scaling; data acquisition; CRIPs;flame; fire; compartment; ventilation; ignition; combustion; fire dynamics; timber; CLT; RIB; Obora; CODRED; traveling fire; flashover; fire growth; heat flux; ultra-fast fire; fully developed fire; non-combustible; fire development; fire spread; flame spread; charring depth; peak temperatures; flame front; oxygen; combustion; structural design; exposed combustible; combustible; traveling fires; fire methodology; compartment size; compartment,Pod
Exploring Maritime Fire Safety with Bogdan Raciega,https://www.listennotes.com/podcasts/fire-science-show/113-exploring-maritime-fire-iVAeqb_0vtf/,Fire Science Show,Bogdan Raciega,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety; maritime fire protection; IMO standards; ship; Netherlands; fire laboratory; Bogdan Rechenga; Baltic Fire Laboratory; Poland; full scale; fire protection; Roro ship; sea; fire risk consultancy; OFR Consultants; fire safety features; fire safety at sea; electric vehicles; smoke; International Water Misassociation; scientific council; fire protection system; CO2 system; car decks; insurance companies; class society; IACS; SOLAS; plan approval office;ship; building; fire safety; European Commission; water-based system; marine vessel; fire protection system; cargo ship; cruise ship; Safe Return to Port; SRTP; atrium; balcony; fire scenario; flammable materials; wind; fire suppression system; extinguishing system; galley areas; machinery spaces; local protection system; total flooding system; car carrier areas; cabin balconies; engine room; City on the Sea; IMO; class societies; standards; land-based system; fire;fire; system; test; laboratory; vessel; ship; fire protection; suppression; passive; active; marine; industry; IMO; protocol; Roro; firefighting; water; mist; fire monitor; nozzle; sprinkler; drencher; deluge; performance-based; design; Artemis; damage; limitation; temperature; thermocouples; ceiling; parameters; manufacturer; spacing; K value; pressure; building; scenario; submarine; vessel,Pod
Extracting the secret of IMFSE from Bart Merci and Eulalia Planas,https://www.listennotes.com/podcasts/fire-science-show/072-extracting-the-secret-of-bk6YKTeqdaz/,Fire Science Show,Bart Merci and Eulalia Planas,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety engineering; International Masters in Fire Safety Engineering; IMFSE; fire community; fire safety; education; universities; engineering; fire scientists; fire safety engineering program; fire safety engineering course; fire safety engineering degree; fire safety engineering scholarship; European Commission; fire safety engineering research; fire safety engineering industry; fire safety engineering applications; fire safety engineering risk; fire safety engineering methods; fire safety engineering in Spain; wildland fires; built environment; fire safety;safety domain; fire safety engineering; mechanical engineers; chemical engineers; materials engineers; engineering school; IMFC; professional education; fire safety engineers; SFP; competencies guide; IFSS; model curriculum; structural fire engineering; active fire protection; passive fire protection; legislation; industrial fire protection; big data; fire hazards; wildfire behavior; fuel; laboratory experiments; management boards; master dissertation topic; professional background; Edinburgh; Ghent; Lund; universities; mobility; pandemic; online mode; virus; online teaching; recording classes; campus teaching; pandemic; community building; theory teaching; exercises; principles; knowledge; students; bond; generations; anniversary; alumni; title; pride; country; habits; language; stress; isolation; intergenerational relationships; buddies; nationalities; statistics; pubs; Barcelona; consortium; small groups; academics; laboratory experiments; calculation; risk; safety; chemical industry; lab sessions; specialists; companies; lectures; tutors; administration,Pod
Facade fires and AI with Matt Bonner,https://www.listennotes.com/podcasts/fire-science-show/facade-fires-and-ai-with-d9e2TUyQ5FV/,Fire Science Show,Matt Bonner,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,building; industry; green; carbon; fire; safety; facade; fire testing; data; AI; complexity; physics; research; efficiency; sustainability; energy; certification; plastic; flammability; net emission; emission cut; sustainability; fire properties; fire dynamics; fire science;complexity; complexity science; emergent behavior; complex systems; fire safety; fire testing; big data analysis; data analysis; material science; system; thermocouple; temperature measurements; video footage; fire engineering; fire testing lab; fire testing method; fire testing standards; facade design; combustible materials; non-combustible materials; building design; architecture; sustainability; energy efficiency; human judgment; pass fail criteria; regulations; standardization; fire spread; flame height; gravity; D;facade; building; construction; material; combustible; fire; safety; industry; standard; code; machine learning; neural network; thermal conductivity; heat of combustion; insulation; cavity; flame height; peak temperature; test; data; prediction; accuracy; bias; generalization; robustness; performance; behavior,Pod
Field report from IWMA conference in Warsaw,https://www.listennotes.com/podcasts/fire-science-show/026-field-report-from-iwma-KZoIUylHnBM/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,water mist; water mist association; water mist technology; water mist systems; water mist conference; International Water Mist Association; IWMA; fire testing; full-scale fire testing; fire dynamics; building-like tests; water mist nozzles; water mist standards; European standard; European standard 4972; water-based fixed extinguishing systems; fire simulation; fire calculation; fire modeling; fire testing protocols; fire research; fire science data; fire data sharing; fire industry; fire market;water mist; sprinkler; fire; technology; suppression; European Water Misstandard EN 14972; RISE; Poland; fire technology; suppression systems; International Water Mist Association; IWMA; Poland Suppression System Foundation; passive fire protection; active fire protection; smoke control; ventilation; sprinkler culture; fire regulations; magic numbers;sprinkler; culture; Poland; technology; reliability; statistics; fire; safety; building; water; mist; systems; oil; fryers; industrial; Italy; Norway; Ingus; AS; Viking; conference; session; keynote; talk; statistics; reliability; fire safety; fire safety systems; sustainable timber buildings; Titanic syndrome; engineering; science; fire expertise; personal touch,Pod
Fire Code Tech crossover with Gus Gagliardi,https://www.listennotes.com/podcasts/fire-science-show/046-fire-code-tech-crossover-F2Uq-cKPQna/,Fire Science Show,Gus Gagliardi,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire code; fire safety; fire engineering; fire protection; fire suppression; fire safety engineering; fire protection engineering; fire protection and safety technology; fire suppression contracting company; fire protection engineering firm; fire protection and safety; fire safety engineering; fire safety and evacuation; fire safety and white fire code tech fire protection; fire safety; fire engineering; engineering; installation; technicians; siloed; data centers; protection features; asset protection; life safety; education;  architecture; architectural studies; Poland; sprinklers; walls; roughness; pipe; smoke control; design; goals; analysis; contractors; engineers; competency; team; water supply; calibrated data; national scale; globally; U;engineering; fire scientists; performance-based design; funding; research grants; NFPA Foundation; SFP Research Foundation; Global Challenges Summit; science; engineering; trends; industry; code compliance; fire codes; code makers; ICC; September 11th; fire suppression systems; AFFF; hangar fires; code enforcement; policy; innovation; UL; listing agency; standards; UL; building codes; Maryland program; Worcester Polytech program; AI; fire researchers; fire engineers,Pod
Fire fundamentals pt 1 Combustion and flame with Rory Hadden,https://www.listennotes.com/podcasts/fire-science-show/083-fire-fundamentals-pt-1-mDaNAYPUL1j/,Fire Science Show,Rory Hadden,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire; fire science; fire safety engineering; combustion; flames; chemistry; fire engineers; fire science discipline; fire engineering; fire safety; ignition source; fuel; air; diffusion flame; pre-mixed flame; Bunsen burner; chemical reaction; combustion scientist; fire scenario; fire as a pump;fire; temperature; flame; heat; combustion; flammability; fuel; air; oxygen; ignition; reaction; energy; rate; pressure; collision; concentration; mass; volume; stoichiometry; spark; minimum ignition energy; hot particles; hot surfaces; process safety; slambler; piloted ignition; spontaneous ignition; auto-ignition; solid phase; gas phase; mixture; reaction rate; chemical reaction; heat transfer; fire safety; fire engineering; combustion process;ignition; phase; gas; solid; liquid; fire; science; timber; engineering; heat; flux; flammability; limit; pyrolysis; combustion; char; mass; transfer; fluid; dynamics; complexity; simplification; phenomenon; chemistry; physics; materials; engineering design; heat transfer; conduction; convection; radiation; chemical reaction; decomposition; oxidation; buoyancy; air flow; temperature; oxygen; combustion rate; fire dynamics; fire safety,Pod
Fire fundamentals pt 2 Ignition with Rory Hadden,https://www.listennotes.com/podcasts/fire-science-show/091-fire-fundamentals-pt-2-AfzGStu0gTc/,Fire Science Show,Rory Hadden,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,ignition; combustion; flames; fire safety engineering; flammability; materials; fire risk consultancy; OFR Consultants; fire investigator; fire spread; flame spread; fire growth; fire investigator; fire safety; fire engineering; fire space; fire safety engineering; fire risk; fire safety engineering; fire investigator; fire spread; flame spread; fire growth; fire safety; fire engineering; fire space; fire safety engineering; fire risk consultancy; OFR Consultants;flammability; gases; ignition; spark; energy; fuel; air; pressure; temperature; combustion; chemical reaction; activation energy; diesel engine; static electricity; dust cloud; vapor cloud; fire safety; petrochemicals; hydrogen; energy transition; flame; hazards; limits;liquids; lpg; cryogenic; flammable; highly flammable; combustible; vapor phase; gas phase; flashpoint; firepoint; pyrolysis; ignition; combustion; thermodynamics; fire engineering; flammability; fireproof; mass transfer barrier; vapor pressure; evaporation; combustion reaction; lower flammability limit; upper flammability limit; flashpoint test; fire point; fire point test; cone calorimeter; fire propagation apparatus; heat,Pod
Fire Fundamentals pt 5 The Evacuation Equation with David Purser,https://www.listennotes.com/podcasts/fire-science-show/134-fire-fundamentals-pt-5-r61btaLnWNV/,Fire Science Show,David Purser,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,toxicology; toxicity; smoke; evacuation; timeline; fire engineers; available safe evacuation time; required safe evacuation time; ASET; RSET; British Standard; OFR Consultants; fire safety; fire risk consultancy; fire engineering; human behavior; design behavioral scenarios; BS7974PD6; fire detection; automatic detection system; fire alarm; public buildings; security; fire suppression; fire experiment; fire engineering calculations; evacuation process; fire safety equation; Wojciech W;fire safety; fire detection; evacuation time; pre-travel time; response time; travel time; fire alarm; false fire; fire management; occupancy; fire safety management; building occupancy; airport; COVID; evacuation warning; warning time; pre-movement time; grid flow; cellular automata; log-normal distribution; evacuation time optimization;evacuation; exit; flow; capacity; building; design; engineering; fire; safety; model; scenario; behavior; occupancy; travel; time; warning; alarm; system; management; culture; pre-travel; response; compliance; density; people; occupants; building-related; institute; BRE; database; plot; minutes; case; example; experiment; camera; CCTV; video; image; analysis; calculation; simulation; fire safety engineering; framework; parameter; Rset; ASET,Pod
Fire Fundamentals pt 6 The fire automation in a building,https://www.listennotes.com/podcasts/fire-science-show/136-fire-fundamentals-pt-6-XD_A0ylR2vg/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire detection; fire safety; fire automation; fire alarm systems; fire engineering consultants; building fundamentals; fire programming; fire research department; hot smoke testing; commissioning of buildings; fire safety strategy; fire safety solutions; fire testing; fire engineering; fire safety engineers; fire alarm; fire detection systems; fire alarm systems; fire safety standards; fire safety regulations; fire safety engineers; fire safety solutions; fire safety products; fire safety services; fire safety training; fire safety courses; smoke; detector; fire; alarm; sensor; optical; scattering; aerosol; wavelength; photodiode; laser; diode; receiver; transmitter; signal; false; alarm; protection; system; control; panel; user; building; occupant; brigade; fire; safety; engineering; certification; testing; threshold; processing; processing; data; signature; activation; link; link; pressure; valve; valve; signal; manual; fire; alarm; point; sprinkler; fire alarm system; fire safety engineer; fire safety systems; fire engineers; fire detection; fire suppression; fire alarm panel; fire detection system; fire safety regulations; fire risk assessment; fire emergency evacuation; fire alarm system design; fire safety planning; fire safety protocols; fire emergency response; fire safety training; fire safety education; fire alarm system testing; fire safety audit; fire safety inspection; fire safety maintenance; fire safety management; fire safety planning; fire safety protocols; fire safety regulations,Pod
Fire Fundamentals pt 7 CFD simulations of fires,https://www.listennotes.com/podcasts/fire-science-show/143-fire-fundamentals-pt-7-tuEg0RDpXY1/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,CFD; fire safety engineering; fluid dynamics; computational fluid dynamics; fire simulations; fire engineering; Neiberg-Stokes equation; OFRConsultants;CFD; conservation equations; continuity equation; mass conservation; energy conservation; momentum conservation; turbulence; Reynolds Average Navier-Stokes models; Large Eddy Simulation models; boundary conditions; discretization; space; time; mesh elements; numerical description; thermodynamics; Newton's second law; fire simulations; fluid dynamics; gas phase; air; smoke; viscosity; vortices; whirls; eddies; columnograph scale; aerodynamics; F1; bicycle racing; pornography; thermal;turbulence intensity; dissipation rates; momentum; turbulence viscosity; statistical modeling; averaging; simplification; large eddy simulation; LES modeling; Navier-Stokes equations; numerical mesh; computational power; time steps; submodel; ideal gases; radiation; convection; heat transfer; boundary layer; convective heat transfer coefficient,Pod
Fire Fundamentals pt. 3 Smoke plumes (and other flow phenomena) with Wojciech,https://www.listennotes.com/podcasts/fire-science-show/100-fire-fundamentals-pt-3-WyTOdAfxcgZ/,Fire Science Show,Wojciech,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire Science; Fire Fundamentals; Smoke Flow; Smoke Control; Fire Engineering; Fire Safety; Mass Timber; High-Rise Buildings; Commercial Buildings; Structural Timber Association; CFD Simulations; NFPAs; BRE368; Fire Risk Consultancy; OFR Consultants; Fire Expert; Fire Science Show; Fire Podcast; Fire Research; Fire Engineer; Fire Science Engineer; Fire Safety Engineer;smoke; air; density; temperature; buoyancy; flow; mixing; turbulence; soot; particles; toxic pollutants; visibility; safety; engineers; buildings; fire; ventilation; smoke control; smoke plume; hot air; gases; compartment; safety; design; modeling; CFD; numerical modeling;smoke plume; axis symmetric plumes; heat release rate; entrainment; smoke layer; smoke control systems; fire safety engineering; buoyant plumes; natural smoke ventilation; plume models; Thomas model; Hinckley's plume model; McCaffrey model; Heskestad model; Ed Zukoski; EN 1211 Part 5; NFPA 92; fire research; virtual origin; flame; air; vortices; conservation of momentum; buoyancy,Pod
